crew_id	role	movie_id
nm2039002	animation_department,miscellaneous,visual_effects	tt4123432
nm2039002	animation_department,miscellaneous,visual_effects	tt1490017
nm2039002	animation_department,miscellaneous,visual_effects	tt0371823
nm2039002	animation_department,miscellaneous,visual_effects	tt1361336
nm2040051	visual_effects,miscellaneous	tt0409182
nm2040051	visual_effects,miscellaneous	tt1490017
nm2040051	visual_effects,miscellaneous	tt0443649
nm2040051	visual_effects,miscellaneous	tt0320661
nm2040690	art_department,art_director,set_decorator	tt0942904
nm2040690	art_department,art_director,set_decorator	tt0389790
nm2040690	art_department,art_director,set_decorator	tt1441939
nm2040690	art_department,art_director,set_decorator	tt5363994
nm2042874	miscellaneous,producer,director	tt0327084
nm2042874	miscellaneous,producer,director	tt0389790
nm2042874	miscellaneous,producer,director	tt13687962
nm2042874	miscellaneous,producer,director	tt14336554
nm2046004	production_manager,visual_effects	tt0327084
nm2046004	production_manager,visual_effects	tt0413267
nm2046004	production_manager,visual_effects	tt0389790
nm2046004	production_manager,visual_effects	tt0892782
nm2051722	casting_department,miscellaneous	tt0468458
nm2051722	casting_department,miscellaneous	tt0431461
nm2051722	casting_department,miscellaneous	tt1104001
nm2051722	casting_department,miscellaneous	tt0362120
nm2056296	visual_effects	tt0389790
nm2056296	visual_effects	tt1001526
nm2056296	visual_effects	tt1679335
nm2056296	visual_effects	tt0351283
nm2057177	visual_effects	tt1911658
nm2057177	visual_effects	tt0389790
nm2057177	visual_effects	tt1679335
nm2057177	visual_effects	tt1001526
nm2058326	animation_department	tt1490017
nm2058326	animation_department	tt2015381
nm2058326	animation_department	tt1219342
nm2058326	animation_department	tt4116284
nm2064773	visual_effects,miscellaneous	tt0892769
nm2064773	visual_effects,miscellaneous	tt0327084
nm2064773	visual_effects,miscellaneous	tt0389790
nm2064773	visual_effects,miscellaneous	tt0351283
nm2069156	miscellaneous,location_management,assistant_director	tt0981072
nm2069156	miscellaneous,location_management,assistant_director	tt1185836
nm2069156	miscellaneous,location_management,assistant_director	tt1333125
nm2069156	miscellaneous,location_management,assistant_director	tt2387559
nm2074486	soundtrack,actor	tt1790886
nm2074486	soundtrack,actor	tt0065273
nm2074486	soundtrack,actor	tt0389790
nm2074486	soundtrack,actor	tt0114011
nm2079998	soundtrack,actor,composer	tt2245084
nm2079998	soundtrack,actor,composer	tt0432291
nm2079998	soundtrack,actor,composer	tt4116284
nm2079998	soundtrack,actor,composer	tt2557478
nm2083858	animation_department	tt0143127
nm2083858	animation_department	tt0278866
nm2083858	animation_department	tt0331744
nm2083858	animation_department	tt0462538
nm2086105	director,editorial_department,editor	tt1333125
nm2086105	director,editorial_department,editor	tt0487044
nm2086105	director,editorial_department,editor	tt0278191
nm2086105	director,editorial_department,editor	tt5038192
nm2087739	actor,writer,producer	tt10003008
nm2087739	actor,writer,producer	tt1333125
nm2087739	actor,writer,producer	tt1586680
nm2087739	actor,writer,producer	tt6688022
nm2089028	camera_department	tt1333125
nm2089028	camera_department	tt0463985
nm2089275	transportation_department	tt0404032
nm2089275	transportation_department	tt0499556
nm2089275	transportation_department	tt0306047
nm2089275	transportation_department	tt1381404
nm2092115	producer,miscellaneous,animation_department	tt1561755
nm2092115	producer,miscellaneous,animation_department	tt8235236
nm2092115	producer,miscellaneous,animation_department	tt0462538
nm2092115	producer,miscellaneous,animation_department	tt0810895
nm2095224	director,miscellaneous,producer	tt2316821
nm2095224	director,miscellaneous,producer	tt4656392
nm2095224	director,miscellaneous,producer	tt4116284
nm2095224	director,miscellaneous,producer	tt1490017
nm2097451	camera_department,assistant_director,cinematographer	tt1814519
nm2097451	camera_department,assistant_director,cinematographer	tt1758795
nm2097451	camera_department,assistant_director,cinematographer	tt1333125
nm2097451	camera_department,assistant_director,cinematographer	tt2097307
nm2099299	make_up_department,miscellaneous	tt1385867
nm2099299	make_up_department,miscellaneous	tt0981227
nm2099299	make_up_department,miscellaneous	tt1333125
nm2099299	make_up_department,miscellaneous	tt0804497
nm2101557	production_manager,editorial_department,visual_effects	tt6774786
nm2101557	production_manager,editorial_department,visual_effects	tt1490017
nm2101557	production_manager,editorial_department,visual_effects	tt1343092
nm2101557	production_manager,editorial_department,visual_effects	tt2279373
nm2103249	production_manager,miscellaneous,actor	tt0441773
nm2103249	production_manager,miscellaneous,actor	tt0481499
nm2103249	production_manager,miscellaneous,actor	tt0479952
nm2103249	production_manager,miscellaneous,actor	tt0389790
nm2106284	location_management	tt0362120
nm2107837	actor,writer,director	tt2938974
nm2107837	actor,writer,director	tt1333125
nm2107837	actor,writer,director	tt0817538
nm2107837	actor,writer,director	tt1189346
nm2110017	animation_department,art_department	tt0462538
nm2110017	animation_department,art_department	tt0381971
nm2110017	animation_department,art_department	tt0332640
nm2110017	animation_department,art_department	tt0120800
nm2110423	miscellaneous,camera_department,producer	tt0362120
nm2110423	miscellaneous,camera_department,producer	tt0470982
nm2110423	miscellaneous,camera_department,producer	tt1268811
nm2110423	miscellaneous,camera_department,producer	tt0814213
nm2110618	miscellaneous,assistant_director,casting_department	tt2820852
nm2110618	miscellaneous,assistant_director,casting_department	tt6878306
nm2110618	miscellaneous,assistant_director,casting_department	tt9243946
nm2110618	miscellaneous,assistant_director,casting_department	tt1791528
nm2111539	editorial_department,miscellaneous,art_department	tt0424095
nm2111539	editorial_department,miscellaneous,art_department	tt0462538
nm2111539	editorial_department,miscellaneous,art_department	tt3513498
nm2111539	editorial_department,miscellaneous,art_department	tt0448694
nm2112037	actor	tt1514264
nm2112037	actor	tt2131554
nm2112037	actor	tt0362120
nm2112037	actor	tt0813715
nm2112672	make_up_department,soundtrack	tt3110960
nm2112672	make_up_department,soundtrack	tt0072562
nm2112672	make_up_department,soundtrack	tt2357547
nm2112672	make_up_department,soundtrack	tt1333125
nm2114027	music_department,soundtrack,composer	tt0306047
nm2114027	music_department,soundtrack,composer	tt0375210
nm2114027	music_department,soundtrack,composer	tt0103923
nm2114027	music_department,soundtrack,composer	tt0183505
nm2114614	miscellaneous,actress,writer	tt0257106
nm2114614	miscellaneous,actress,writer	tt8404094
nm2114614	miscellaneous,actress,writer	tt4667094
nm2114614	miscellaneous,actress,writer	tt1153706
nm2115865	animation_department	tt0462538
nm2115865	animation_department	tt0166813
nm2115865	animation_department	tt0138749
nm2115865	animation_department	tt0120762
nm2119985	miscellaneous,producer,production_manager	tt0892782
nm2119985	miscellaneous,producer,production_manager	tt0351283
nm2119985	miscellaneous,producer,production_manager	tt1561755
nm2119985	miscellaneous,producer,production_manager	tt0389790
nm2123444	production_manager,producer,miscellaneous	tt3513498
nm2123444	production_manager,producer,miscellaneous	tt3014284
nm2123444	production_manager,producer,miscellaneous	tt1911658
nm2123444	production_manager,producer,miscellaneous	tt0389790
nm2124210	visual_effects,producer,director	tt1490017
nm2124210	visual_effects,producer,director	tt1343092
nm2124210	visual_effects,producer,director	tt0455824
nm2124210	visual_effects,producer,director	tt0448011
nm2129415	producer,production_manager,miscellaneous	tt1139628
nm2129415	producer,production_manager,miscellaneous	tt0330597
nm2129415	producer,production_manager,miscellaneous	tt0096697
nm2129415	producer,production_manager,miscellaneous	tt0462538
nm2130154	actress	tt0389564
nm2130154	actress	tt0362120
nm2130154	actress	tt0374455
nm2130154	actress	tt0402910
nm2132575	miscellaneous,camera_department,animation_department	tt0424095
nm2132575	miscellaneous,camera_department,animation_department	tt0462538
nm2132575	miscellaneous,camera_department,animation_department	tt0401855
nm2132575	miscellaneous,camera_department,animation_department	tt0481543
nm2133617	soundtrack,composer,art_department	tt0421082
nm2133617	soundtrack,composer,art_department	tt0284837
nm2133617	soundtrack,composer,art_department	tt4116284
nm2133617	soundtrack,composer,art_department	tt0244244
nm2135543	visual_effects,director,miscellaneous	tt2660888
nm2135543	visual_effects,director,miscellaneous	tt14900174
nm2135543	visual_effects,director,miscellaneous	tt1856101
nm2135543	visual_effects,director,miscellaneous	tt2798920
nm2146127	art_department,animation_department,writer	tt0892782
nm2146127	art_department,animation_department,writer	tt0424095
nm2146127	art_department,animation_department,writer	tt0441773
nm2146127	art_department,animation_department,writer	tt4116284
nm2146691	animation_department,camera_department	tt0378730
nm2146691	animation_department,camera_department	tt0462538
nm2146691	animation_department,camera_department	tt1161669
nm2146691	animation_department,camera_department	tt2967578
nm2147134	visual_effects,animation_department,director	tt0903624
nm2147134	visual_effects,animation_department,director	tt0436339
nm2147134	visual_effects,animation_department,director	tt0469641
nm2147134	visual_effects,animation_department,director	tt4116284
nm2149696	actor,stunts	tt0244627
nm2149696	actor,stunts	tt0362120
nm2149696	actor,stunts	tt0125622
nm2149696	actor,stunts	tt0199421
nm2150288	visual_effects,director,writer	tt0463854
nm2150288	visual_effects,director,writer	tt3842962
nm2150288	visual_effects,director,writer	tt0348150
nm2150288	visual_effects,director,writer	tt1490017
nm2155308	miscellaneous,producer	tt0481499
nm2155308	miscellaneous,producer	tt0264734
nm2155308	miscellaneous,producer	tt1567227
nm2155308	miscellaneous,producer	tt0389790
nm2155525	actor,director,producer	tt1663676
nm2155525	actor,director,producer	tt1464540
nm2155525	actor,director,producer	tt2039338
nm2155525	actor,director,producer	tt0362120
nm2155653	visual_effects	tt0362120
nm2159365	miscellaneous,production_manager,visual_effects	tt5580664
nm2159365	miscellaneous,production_manager,visual_effects	tt0481499
nm2159365	miscellaneous,production_manager,visual_effects	tt0400717
nm2159365	miscellaneous,production_manager,visual_effects	tt0389790
nm2162959	sound_department,camera_department	tt1321510
nm2162959	sound_department,camera_department	tt1333125
nm2162959	sound_department,camera_department	tt1720616
nm2162959	sound_department,camera_department	tt6146586
nm2164693	actress,producer,miscellaneous	tt0371746
nm2164693	actress,producer,miscellaneous	tt1333125
nm2164693	actress,producer,miscellaneous	tt0455275
nm2164693	actress,producer,miscellaneous	tt0478970
nm2172522	actress	tt0811112
nm2172522	actress	tt0454945
nm2172522	actress	tt0362120
nm2172522	actress	tt0460681
nm2177528	actress,soundtrack,writer	tt1185416
nm2177528	actress,soundtrack,writer	tt3061046
nm2177528	actress,soundtrack,writer	tt4116284
nm2177528	actress,soundtrack,writer	tt5531466
nm2180676	actor	tt0808013
nm2180676	actor	tt0362120
nm2180676	actor	tt0250750
nm2180676	actor	tt0965394
nm2183097	animation_department,art_department,miscellaneous	tt0462538
nm2183097	animation_department,art_department,miscellaneous	tt16350094
nm2183097	animation_department,art_department,miscellaneous	tt0480232
nm2183097	animation_department,art_department,miscellaneous	tt9628244
nm2183524	visual_effects,animation_department	tt4116284
nm2183524	visual_effects,animation_department	tt1456941
nm2183524	visual_effects,animation_department	tt3513498
nm2183524	visual_effects,animation_department	tt3014284
nm2185982	miscellaneous,producer,script_department	tt4116284
nm2185982	miscellaneous,producer,script_department	tt4624424
nm2185982	miscellaneous,producer,script_department	tt1490017
nm2185982	miscellaneous,producer,script_department	tt0309141
nm2186344	art_department,actor,set_decorator	tt1034032
nm2186344	art_department,actor,set_decorator	tt9243946
nm2186344	art_department,actor,set_decorator	tt1549920
nm2186344	art_department,actor,set_decorator	tt1767354
nm2186774	miscellaneous	tt0422774
nm2186774	miscellaneous	tt0421729
nm2186774	miscellaneous	tt0362120
nm2188447	make_up_department,miscellaneous,actress	tt1333125
nm2188447	make_up_department,miscellaneous,actress	tt0462471
nm2188447	make_up_department,miscellaneous,actress	tt4109326
nm2188447	make_up_department,miscellaneous,actress	tt0452681
nm2190104	miscellaneous,visual_effects	tt0462538
nm2190104	miscellaneous,visual_effects	tt0381971
nm2190104	miscellaneous,visual_effects	tt0249516
nm2190998	animation_department,visual_effects,cinematographer	tt1490017
nm2190998	animation_department,visual_effects,cinematographer	tt3014284
nm2190998	animation_department,visual_effects,cinematographer	tt1392190
nm2190998	animation_department,visual_effects,cinematographer	tt4116284
nm2197911	camera_department,miscellaneous,director	tt1333125
nm2197911	camera_department,miscellaneous,director	tt6538588
nm2197911	camera_department,miscellaneous,director	tt0450385
nm2197911	camera_department,miscellaneous,director	tt6538608
nm2204106	cinematographer,editor,director	tt0784827
nm2204106	cinematographer,editor,director	tt3118442
nm2204106	cinematographer,editor,director	tt1333125
nm2204106	cinematographer,editor,director	tt1772336
nm2205347	animation_department,visual_effects,art_department	tt0850642
nm2205347	animation_department,visual_effects,art_department	tt1948614
nm2205347	animation_department,visual_effects,art_department	tt0462538
nm2205347	animation_department,visual_effects,art_department	tt0318913
nm2209585	special_effects	tt0331811
nm2209585	special_effects	tt0334541
nm2209585	special_effects	tt0257106
nm2210842	actress,stunts,miscellaneous	tt1584701
nm2210842	actress,stunts,miscellaneous	tt0362120
nm2210842	actress,stunts,miscellaneous	tt0484086
nm2210842	actress,stunts,miscellaneous	tt0787501
nm2213124	actor	tt0362120
nm2213501	actor	tt1122836
nm2213501	actor	tt1765510
nm2213501	actor	tt0362120
nm2213501	actor	tt1797629
nm2213503	actor	tt0362120
nm2213503	actor	tt2154376
nm2213803	actor	tt0362120
nm2213822	actor	tt1670984
nm2213822	actor	tt0491738
nm2213822	actor	tt0362120
nm2213822	actor	tt1307824
nm2214628	producer,director,miscellaneous	tt0903747
nm2214628	producer,director,miscellaneous	tt12059644
nm2214628	producer,director,miscellaneous	tt3032476
nm2214628	producer,director,miscellaneous	tt9243946
nm2214691	actor	tt0362120
nm2215610	actress	tt0362120
nm2216161	actor	tt0248667
nm2216161	actor	tt9243946
nm2216161	actor	tt2097298
nm2216161	actor	tt6850820
nm2216295	actor	tt0268789
nm2216295	actor	tt0167720
nm2216295	actor	tt0362120
nm2217537	sound_department,location_management,special_effects	tt9243946
nm2217537	sound_department,location_management,special_effects	tt1488606
nm2217537	sound_department,location_management,special_effects	tt7846844
nm2217537	sound_department,location_management,special_effects	tt7653254
nm2217812	art_department,animation_department,visual_effects	tt9806192
nm2217812	art_department,animation_department,visual_effects	tt4116284
nm2217812	art_department,animation_department,visual_effects	tt1490017
nm2217812	art_department,animation_department,visual_effects	tt7504818
nm2218655	actress	tt0362120
nm2224986	miscellaneous,location_management,assistant_director	tt1054606
nm2224986	miscellaneous,location_management,assistant_director	tt0429493
nm2224986	miscellaneous,location_management,assistant_director	tt0362120
nm2224986	miscellaneous,location_management,assistant_director	tt0814255
nm2227144	animation_department,visual_effects	tt5758778
nm2227144	animation_department,visual_effects	tt1490017
nm2227144	animation_department,visual_effects	tt1343092
nm2227144	animation_department,visual_effects	tt2034800
nm2228204	animation_department,art_department,production_designer	tt3061046
nm2228204	animation_department,art_department,production_designer	tt1000070
nm2228204	animation_department,art_department,production_designer	tt1490017
nm2228204	animation_department,art_department,production_designer	tt1865718
nm2236078	art_department,assistant_director,visual_effects	tt0462538
nm2236078	art_department,assistant_director,visual_effects	tt0182576
nm2236078	art_department,assistant_director,visual_effects	tt0414853
nm2236078	art_department,assistant_director,visual_effects	tt1587807
nm2240588	miscellaneous,visual_effects	tt0436339
nm2240588	miscellaneous,visual_effects	tt0389790
nm2240588	miscellaneous,visual_effects	tt0892782
nm2240588	miscellaneous,visual_effects	tt0441773
nm2247112	visual_effects,miscellaneous	tt0389790
nm2247112	visual_effects,miscellaneous	tt0481499
nm2247112	visual_effects,miscellaneous	tt0783521
nm2252846	art_department,animation_department,visual_effects	tt0090633
nm2252846	art_department,animation_department,visual_effects	tt0462538
nm2252846	art_department,animation_department,visual_effects	tt0385752
nm2252846	art_department,animation_department,visual_effects	tt0120794
nm2253003	script_department,location_management,miscellaneous	tt0362120
nm2253003	script_department,location_management,miscellaneous	tt0944947
nm2253003	script_department,location_management,miscellaneous	tt0804552
nm2253990	producer,writer,miscellaneous	tt1490017
nm2253990	producer,writer,miscellaneous	tt0438488
nm2253990	producer,writer,miscellaneous	tt11389120
nm2253990	producer,writer,miscellaneous	tt0988045
nm2259400	visual_effects,art_department,art_director	tt0892782
nm2259400	visual_effects,art_department,art_director	tt1302011
nm2259400	visual_effects,art_department,art_director	tt1446192
nm2259400	visual_effects,art_department,art_director	tt0389790
nm2259758	art_department,miscellaneous	tt0421729
nm2259758	art_department,miscellaneous	tt10648342
nm2259758	art_department,miscellaneous	tt0257106
nm2259758	art_department,miscellaneous	tt0245686
nm2259955	art_department,animation_department,miscellaneous	tt4116284
nm2259955	art_department,animation_department,miscellaneous	tt5117670
nm2259955	art_department,animation_department,miscellaneous	tt1490017
nm2259955	art_department,animation_department,miscellaneous	tt1219342
nm2261666	visual_effects,animation_department	tt0448134
nm2261666	visual_effects,animation_department	tt1490017
nm2261666	visual_effects,animation_department	tt0443649
nm2261666	visual_effects,animation_department	tt0330373
nm2262055	soundtrack,actor	tt9243946
nm2262055	soundtrack,actor	tt0405422
nm2262055	soundtrack,actor	tt0181875
nm2262055	soundtrack,actor	tt8690918
nm2262490	soundtrack,composer,music_department	tt0175142
nm2262490	soundtrack,composer,music_department	tt5233558
nm2262490	soundtrack,composer,music_department	tt0112849
nm2262490	soundtrack,composer,music_department	tt0081787
nm2265640	animation_department,visual_effects,miscellaneous	tt0462538
nm2265640	animation_department,visual_effects,miscellaneous	tt0398286
nm2265640	animation_department,visual_effects,miscellaneous	tt0780521
nm2265640	animation_department,visual_effects,miscellaneous	tt0454876
nm2266352	soundtrack,music_department	tt0175142
nm2266352	soundtrack,music_department	tt2005151
nm2266352	soundtrack,music_department	tt0368578
nm2266352	soundtrack,music_department	tt1560954
nm2267351	producer,camera_department,miscellaneous	tt0462538
nm2267351	producer,camera_department,miscellaneous	tt6866866
nm2267351	producer,camera_department,miscellaneous	tt6113440
nm2267351	producer,camera_department,miscellaneous	tt1900946
nm2276742	special_effects	tt1318514
nm2276742	special_effects	tt0362120
nm2276742	special_effects	tt0862856
nm2276742	special_effects	tt1287468
nm2278786	visual_effects,art_department	tt4154664
nm2278786	visual_effects,art_department	tt1051906
nm2278786	visual_effects,art_department	tt1490017
nm2278786	visual_effects,art_department	tt3410834
nm2278813	miscellaneous,visual_effects,animation_department	tt0389790
nm2278813	miscellaneous,visual_effects,animation_department	tt0481499
nm2278813	miscellaneous,visual_effects,animation_department	tt0441773
nm2278813	miscellaneous,visual_effects,animation_department	tt2267968
nm2280046	animation_department,visual_effects	tt3014284
nm2280046	animation_department,visual_effects	tt1490017
nm2280046	animation_department,visual_effects	tt4116284
nm2280046	animation_department,visual_effects	tt2245084
nm2282321	camera_department,miscellaneous,cinematographer	tt1333125
nm2282321	camera_department,miscellaneous,cinematographer	tt2351881
nm2282321	camera_department,miscellaneous,cinematographer	tt0287795
nm2282321	camera_department,miscellaneous,cinematographer	tt0790509
nm2289831	visual_effects	tt0389790
nm2289831	visual_effects	tt0892782
nm2289943	visual_effects	tt0479952
nm2289943	visual_effects	tt0892769
nm2289943	visual_effects	tt0389790
nm2289943	visual_effects	tt0429589
nm2292168	actress,miscellaneous,writer	tt13695622
nm2292168	actress,miscellaneous,writer	tt3893272
nm2292168	actress,miscellaneous,writer	tt1569512
nm2292168	actress,miscellaneous,writer	tt0389790
nm2294148	editor,editorial_department,visual_effects	tt0813141
nm2294148	editor,editorial_department,visual_effects	tt0338294
nm2294148	editor,editorial_department,visual_effects	tt1333125
nm2294148	editor,editorial_department,visual_effects	tt0485675
nm2296017	music_department,editor,sound_department	tt0822856
nm2296017	music_department,editor,sound_department	tt0362120
nm2296017	music_department,editor,sound_department	tt0424345
nm2296017	music_department,editor,sound_department	tt1521709
nm2296699	camera_department,miscellaneous,cinematographer	tt0785032
nm2296699	camera_department,miscellaneous,cinematographer	tt0476396
nm2296699	camera_department,miscellaneous,cinematographer	tt0818107
nm2296699	camera_department,miscellaneous,cinematographer	tt0362120
nm2297696	camera_department	tt1333125
nm2297696	camera_department	tt1764183
nm2297696	camera_department	tt1185836
nm2297696	camera_department	tt0857191
nm2298860	animation_department,art_department,assistant_director	tt0147752
nm2298860	animation_department,art_department,assistant_director	tt0213090
nm2298860	animation_department,art_department,assistant_director	tt0369171
nm2298860	animation_department,art_department,assistant_director	tt0462538
nm2302136	producer,director,editor	tt1186370
nm2302136	producer,director,editor	tt5096802
nm2302136	producer,director,editor	tt2610260
nm2302136	producer,director,editor	tt0389790
nm2302176	miscellaneous,producer,executive	tt2639336
nm2302176	miscellaneous,producer,executive	tt1323045
nm2302176	miscellaneous,producer,executive	tt0211933
nm2302176	miscellaneous,producer,executive	tt1333125
nm2302245	miscellaneous,actress	tt0482577
nm2302245	miscellaneous,actress	tt1323045
nm2302245	miscellaneous,actress	tt0211933
nm2302245	miscellaneous,actress	tt1333125
nm2302699	miscellaneous,producer,executive	tt1323045
nm2302699	miscellaneous,producer,executive	tt1582507
nm2302699	miscellaneous,producer,executive	tt1333125
nm2302699	miscellaneous,producer,executive	tt0211933
nm2311122	miscellaneous,visual_effects	tt0419704
nm2311122	miscellaneous,visual_effects	tt1490017
nm2311122	miscellaneous,visual_effects	tt3040964
nm2311122	miscellaneous,visual_effects	tt0836682
nm2315018	visual_effects,miscellaneous	tt0389790
nm2315018	visual_effects,miscellaneous	tt0441773
nm2315018	visual_effects,miscellaneous	tt0386040
nm2315018	visual_effects,miscellaneous	tt0424095
nm2315124	soundtrack,music_department	tt0306047
nm2315124	soundtrack,music_department	tt0362120
nm2315124	soundtrack,music_department	tt0805559
nm2317122	art_department,animation_department,production_designer	tt0118617
nm2317122	art_department,animation_department,production_designer	tt0462538
nm2317122	art_department,animation_department,production_designer	tt0414853
nm2317122	art_department,animation_department,production_designer	tt0120913
nm2318572	art_department,animation_department	tt0120913
nm2318572	art_department,animation_department	tt0414853
nm2318572	art_department,animation_department	tt0118617
nm2318572	art_department,animation_department	tt0462538
nm2323050	miscellaneous	tt0892769
nm2323050	miscellaneous	tt0892782
nm2323050	miscellaneous	tt0389790
nm2323050	miscellaneous	tt0441773
nm2323243	visual_effects,animation_department	tt1490017
nm2323243	visual_effects,animation_department	tt0443649
nm2323243	visual_effects,animation_department	tt0416449
nm2323243	visual_effects,animation_department	tt1809398
nm2324319	art_department,animation_department,art_director	tt0389790
nm2324319	art_department,animation_department,art_director	tt0118617
nm2324319	art_department,animation_department,art_director	tt0892782
nm2324319	art_department,animation_department,art_director	tt0138749
nm2326037	editorial_department,actor,editor	tt0389790
nm2326037	editorial_department,actor,editor	tt0892791
nm2326037	editorial_department,actor,editor	tt1860353
nm2326037	editorial_department,actor,editor	tt2091256
nm2326363	miscellaneous,production_manager	tt1489946
nm2326363	miscellaneous,production_manager	tt1067106
nm2326363	miscellaneous,production_manager	tt0462538
nm2326363	miscellaneous,production_manager	tt1667889
nm2326580	writer,producer,actor	tt1333125
nm2326580	writer,producer,actor	tt8235236
nm2326580	writer,producer,actor	tt2096672
nm2326580	writer,producer,actor	tt14589904
nm2330266	make_up_department,miscellaneous	tt1535108
nm2330266	make_up_department,miscellaneous	tt1355630
nm2330266	make_up_department,miscellaneous	tt0460780
nm2330266	make_up_department,miscellaneous	tt0362120
nm2331030	miscellaneous	tt0810928
nm2331030	miscellaneous	tt0370194
nm2331030	miscellaneous	tt0257106
nm2331030	miscellaneous	tt1060277
nm2331917	animation_department,visual_effects,assistant_director	tt0120913
nm2331917	animation_department,visual_effects,assistant_director	tt1878870
nm2331917	animation_department,visual_effects,assistant_director	tt0462538
nm2331917	animation_department,visual_effects,assistant_director	tt0118617
nm2332096	soundtrack,composer	tt1232838
nm2332096	soundtrack,composer	tt0220178
nm2332096	soundtrack,composer	tt1333125
nm2332767	miscellaneous	tt0389790
nm2332767	miscellaneous	tt0481499
nm2332767	miscellaneous	tt0120917
nm2332767	miscellaneous	tt0120910
nm2341082	miscellaneous,cinematographer	tt11323604
nm2341082	miscellaneous,cinematographer	tt0389790
nm2341082	miscellaneous,cinematographer	tt11323484
nm2341082	miscellaneous,cinematographer	tt0481499
nm2342875	actress,miscellaneous	tt0790604
nm2342875	actress,miscellaneous	tt1226229
nm2342875	actress,miscellaneous	tt0306047
nm2342875	actress,miscellaneous	tt0450345
nm2350083	visual_effects	tt0413267
nm2350083	visual_effects	tt0479952
nm2350083	visual_effects	tt0389790
nm2350083	visual_effects	tt1001526
nm2351303	visual_effects,animation_department	tt0355295
nm2351303	visual_effects,animation_department	tt0443649
nm2351303	visual_effects,animation_department	tt0381061
nm2351303	visual_effects,animation_department	tt1490017
nm2352683	soundtrack,actor	tt4828302
nm2352683	soundtrack,actor	tt5884512
nm2352683	soundtrack,actor	tt4009460
nm2352683	soundtrack,actor	tt9243946
nm2354734	miscellaneous,art_department,camera_department	tt1628841
nm2354734	miscellaneous,art_department,camera_department	tt9243946
nm2354734	miscellaneous,art_department,camera_department	tt4046784
nm2354734	miscellaneous,art_department,camera_department	tt3829920
nm2355261	miscellaneous	tt0129167
nm2355261	miscellaneous	tt0375568
nm2355261	miscellaneous	tt4116284
nm2355261	miscellaneous	tt3014284
nm2359631	location_management,writer,producer	tt9243946
nm2359631	location_management,writer,producer	tt16288736
nm2359631	location_management,writer,producer	tt3215824
nm2359631	location_management,writer,producer	tt2910814
nm2367941	visual_effects	tt0389790
nm2367941	visual_effects	tt0892782
nm2367941	visual_effects	tt1911658
nm2367941	visual_effects	tt1067106
nm2369602	miscellaneous,production_manager	tt0848537
nm2369602	miscellaneous,production_manager	tt4116284
nm2369602	miscellaneous,production_manager	tt3014284
nm2369602	miscellaneous,production_manager	tt5117670
nm2370609	miscellaneous	tt1626038
nm2370609	miscellaneous	tt0419724
nm2370609	miscellaneous	tt0462538
nm2370609	miscellaneous	tt1722512
nm2370831	miscellaneous	tt0419724
nm2370831	miscellaneous	tt0462538
nm2370831	miscellaneous	tt1722512
nm2370831	miscellaneous	tt1626038
nm2370849	animation_department,assistant_director,producer	tt4042474
nm2370849	animation_department,assistant_director,producer	tt0462538
nm2370849	animation_department,assistant_director,producer	tt0096697
nm2370849	animation_department,assistant_director,producer	tt6157320
nm2372781	miscellaneous	tt0942896
nm2372781	miscellaneous	tt0118375
nm2372781	miscellaneous	tt0810895
nm2372781	miscellaneous	tt0462538
nm2376956	editorial_department,editor,director	tt3513498
nm2376956	editorial_department,editor,director	tt1219342
nm2376956	editorial_department,editor,director	tt4116284
nm2376956	editorial_department,editor,director	tt1490017
nm2378613	miscellaneous	tt0419724
nm2378613	miscellaneous	tt1722512
nm2378613	miscellaneous	tt0462538
nm2378613	miscellaneous	tt1626038
nm2381936	miscellaneous	tt0381707
nm2381936	miscellaneous	tt0199356
nm2381936	miscellaneous	tt0175142
nm2381936	miscellaneous	tt0213327
nm2382314	visual_effects,producer	tt1333125
nm2382314	visual_effects,producer	tt0860562
nm2382314	visual_effects,producer	tt0860561
nm2382955	visual_effects,animation_department,camera_department	tt1490017
nm2382955	visual_effects,animation_department,camera_department	tt0463854
nm2382955	visual_effects,animation_department,camera_department	tt1219342
nm2382955	visual_effects,animation_department,camera_department	tt0448011
nm2396134	actor,music_department,soundtrack	tt0976088
nm2396134	actor,music_department,soundtrack	tt0362120
nm2396134	actor,music_department,soundtrack	tt1175500
nm2396134	actor,music_department,soundtrack	tt1830617
nm2397445	animation_department,art_department,assistant_director	tt1636691
nm2397445	animation_department,art_department,assistant_director	tt0096697
nm2397445	animation_department,art_department,assistant_director	tt1139628
nm2397445	animation_department,art_department,assistant_director	tt0462538
nm2397728	special_effects	tt2081194
nm2397728	special_effects	tt0118631
nm2397728	special_effects	tt0900357
nm2397728	special_effects	tt0257106
nm2399811	art_department,animation_department,writer	tt0413267
nm2399811	art_department,animation_department,writer	tt4116284
nm2399811	art_department,animation_department,writer	tt2224026
nm2399811	art_department,animation_department,writer	tt0441773
nm2401814	art_department,production_manager,miscellaneous	tt2404435
nm2401814	art_department,production_manager,miscellaneous	tt9243946
nm2401814	art_department,production_manager,miscellaneous	tt1549920
nm2401814	art_department,production_manager,miscellaneous	tt4046784
nm2403468	animation_department,miscellaneous	tt6157320
nm2403468	animation_department,miscellaneous	tt0419724
nm2403468	animation_department,miscellaneous	tt0462538
nm2403468	animation_department,miscellaneous	tt0096697
