id	name	birthDate	deathDate	role	movies
nm1102378	Glen Wuthrich	1965	\N	animation_department,art_department,actor	tt0462538,tt0096697,tt0206512,tt0415728
nm1104361	Gordon Bell	\N	\N	camera_department	tt0199389,tt0196106,tt0306047,tt0309593
nm11049521	Gregory Steven Soliz	\N	\N	actor	tt9243946,tt9310136
nm11049522	Gabriela Alicia Ortega	\N	\N	actress	tt14181816,tt5464086,tt11188682,tt9243946
nm11049624	Eric Anderson	\N	\N	camera_department	tt9243946
nm11049625	Wyatt Brady	\N	\N		tt9243946,tt5294522
nm11051053	Stephan Marshall	\N	\N	miscellaneous	tt9243946
nm1107584	Marshall Rao	\N	\N	camera_department,cinematographer	tt1333125,tt0292429,tt4385888,tt0311284
nm1109143	Benjamin Fischler	\N	\N	visual_effects,miscellaneous	tt0413267,tt0389790,tt0351283,tt0298148
nm1109726	Mary Klimek	\N	\N	make_up_department,actress	tt0393208,tt0270487,tt0362120,tt3230454
nm11098896	Maeva Bonté	\N	\N	visual_effects	tt0448115,tt9243946
nm11098897	Laurence Beaudoin-Auclair	\N	\N	visual_effects,editor	tt9376612,tt6141246,tt9243946,tt0870154
nm11098898	Patricia David	\N	\N	visual_effects	tt1560220,tt2076822,tt1634106,tt9243946
nm11098899	Kevin Rogovits	\N	\N	visual_effects	tt4574334,tt7657566,tt9243946
nm11098908	Romain Jacquinot	\N	\N		tt4574334,tt9243946,tt1634106
nm1111127	Bram Tulloch	\N	\N	camera_department,sound_department,editorial_department	tt0325710,tt4116284,tt1490017,tt0455824
nm1111279	Larry Weisberg	1963	\N	miscellaneous,actor,production_manager	tt0892769,tt0424095,tt0138749,tt0389790
nm1111422	Jean-Paul DeCoster	\N	\N	soundtrack,composer	tt1490017,tt0265208,tt0204946,tt3152624
nm1111449	Tony Ali	\N	\N	actor,producer	tt0409459,tt0362120,tt0368578,tt0429493
nm1112579	Tony Porto	\N	\N	camera_department,miscellaneous	tt1333125,tt0408790,tt0360009,tt0195685
nm1114695	Phil McGraw	1950	\N	producer,writer,actor	tt0362120,tt7269378,tt5827228,tt1142800
nm1114960	Francesco Pezzulli	1973	\N	actor,miscellaneous,script_department	tt0087843,tt0175142,tt0174105,tt0491720
nm1120169	Rick Astley	1966	\N	soundtrack,actor,composer	tt4116284,tt1308728,tt4701182,tt3521126
nm1121389	Joel H. Cohen	\N	\N	producer,writer,soundtrack	tt0096697,tt1885560,tt14573402,tt0462538
nm1121972	Charlie Bonomo	\N	\N	writer,script_department	tt0112220,tt0257106,tt0284770,tt0115250
nm11245487	Jeremy Hader	\N	\N		tt4858674,tt3215824,tt3315342,tt9243946
nm1125208	Sal Baldomar	\N	\N	miscellaneous,producer,director	tt1333125,tt0206901,tt0454941,tt0192111
nm11258399	Hillary Hernandez	\N	\N	music_department	tt14460998,tt0389790,tt11378264
nm1130768	Håkan Wärn	1965	\N	editor,editorial_department	tt6205766,tt7909878,tt2429292,tt1333125
nm1131680	James Tucker	\N	\N	animation_department,producer,art_department	tt0462538,tt4853102,tt1213218,tt0147746
nm1131805	Sarah F. Adams	1805	1848	soundtrack	tt7347846,tt0140888,tt0120338,tt0462538
nm1132465	Carolyn Hollingsworth	\N	\N	miscellaneous,make_up_department,stunts	tt10323338,tt9243946,tt7587890,tt6040674
nm1133052	Rocco Pucillo	1973	\N	writer,miscellaneous,visual_effects	tt0780521,tt1735898,tt5580664,tt0462538
nm1134050	Christian Roman	\N	\N	animation_department,director,art_department	tt0337761,tt1691917,tt12801262,tt0462538
nm1135470	Paul F. Bruchhaeuser	\N	\N	visual_effects	tt0310324,tt0327084,tt0389790
nm1136534	Ralf Hütter	1946	\N	soundtrack,composer,director	tt4116284,tt0974661,tt0244244,tt0245574
nm1143299	Chase Coleman	\N	\N	art_department,stunts,actor	tt1345836,tt9243946,tt1321870,tt7784604
nm1144602	Chris Collins	\N	\N	transportation_department,miscellaneous	tt0800240,tt1333125,tt0268978,tt0313737
nm1145428	Orlando Gumatay	1968	\N	animation_department,art_department,assistant_director	tt0462538,tt0219446,tt1139628,tt0149460
nm11482789	Ray Fitzwalter	\N	\N	cinematographer,camera_department,assistant_director	tt0306047,tt0106485,tt4919822,tt0069638
nm1148765	Jeffrey Furlong	\N	\N	camera_department,assistant_director	tt0362120,tt0487156,tt1095426,tt0961208
nm1149293	Jens Jebens	\N	\N	visual_effects,animation_department,art_department	tt4154664,tt1490017,tt3410834,tt4116284
nm1149978	Brendon McQueen	\N	\N	miscellaneous,camera_department,editorial_department	tt0343660,tt0305224,tt0300532,tt0306047
nm1150236	Halim Negadi	\N	\N	visual_effects,animation_department	tt0414853,tt1228705,tt3014284,tt4116284
nm1151877	Elisabeth van Assum	\N	\N	miscellaneous,script_department,casting_department	tt0306047,tt0343818,tt0204993,tt0350261
nm1153547	Joe Bernier	1958	\N	transportation_department,actor,miscellaneous	tt0765010,tt9243946,tt2975590,tt1038686
nm1154632	Lorne Balfe	1976	\N	composer,music_department,soundtrack	tt4116284,tt1001526,tt1515091,tt0468569
nm1156984	Kevin Hageman	1974	\N	writer,producer,actor	tt1490017,tt1734135,tt3387520,tt3014284
nm1158962	Patrik Forsberg	\N	\N	producer,director,writer	tt1856047,tt1333125,tt1942911,tt13078824
nm1162421	Michelle Gunn	\N	\N	actress	tt0460649,tt1333125,tt1512235,tt0824747
nm1162818	Michael Hogan	\N	\N	producer,miscellaneous,executive	tt1323045,tt0309912,tt0377107,tt1333125
nm1164693	Bloodhound Gang	\N	\N	soundtrack,actor,composer	tt0356150,tt0817538,tt1034032,tt0175142
nm1166859	Raffi Parikian	\N	\N	miscellaneous,actor	tt0389790,tt0892769,tt0892782,tt0441773
nm1167664	Roland Simmons	\N	\N	camera_department,actor	tt0327554,tt0160016,tt0257106,tt0231448
nm1168411	J.C. Wegman	\N	\N	animation_department,art_department,director	tt0117705,tt0462538,tt0158983,tt2861424
nm1170663	Doug Rama	\N	\N	transportation_department	tt0116483,tt0306047,tt0375210,tt0389957
nm1171196	Mark L. Young	\N	\N	actor,soundtrack	tt1135985,tt2103254,tt1723121,tt1333125
nm1171892	Damian De Boos-Smith	\N	\N	music_department,composer,soundtrack	tt2785032,tt7242142,tt4116284,tt1402488
nm1174303	Ani Cash	\N	\N	production_manager,miscellaneous,animation_department	tt0318233,tt21000948,tt0462538,tt7658402
nm1174992	Jianna Ballard	1993	\N	actress,make_up_department,soundtrack	tt0306047,tt0213327,tt6856484,tt6977338
nm1175414	Honey Dawn Faircrest	\N	\N	make_up_department,miscellaneous	tt0758763,tt0306047,tt0369226,tt0248644
nm1176689	Tanya Tagman	\N	\N	assistant_director,miscellaneous,location_management	tt0213985,tt0362120,tt0386060,tt0306047
nm1184082	Tim Bennett	\N	\N	miscellaneous,assistant_director	tt0243736,tt0306047,tt0408345,tt0457297
nm1186193	Dave Scarpitti	\N	\N	visual_effects,animation_department,assistant_director	tt0462538,tt0780521,tt1772341,tt3554046
nm1190540	Solomon Olds	1979	\N	soundtrack,actor,composer	tt3014284,tt9243946,tt10919380,tt6821012
nm1190834	Portia Richards	\N	\N	costume_department,costume_designer	tt0306047,tt0319516,tt0319750,tt0424247
nm1191284	Shawn Timoteo	\N	\N	miscellaneous	tt0306047,tt0432291,tt0499556,tt0452625
nm1193315	Matt Aitken	1956	\N	soundtrack,composer,music_department	tt4701182,tt1308728,tt4116284,tt0094898
nm1195732	Michael Necci	\N	\N	animation_department,visual_effects,art_director	tt0389790,tt0298148,tt1646971,tt1302011
nm1199693	Beth McManigill	\N	\N	miscellaneous,actress	tt1333125,tt1078588,tt1196338,tt1686089
nm1204219	Emma Siegel	\N	\N	miscellaneous	tt1570728,tt2975590,tt1490017,tt1345836
nm1205750	Tony Ponti	\N	\N	camera_department,sound_department	tt0203259,tt0362716,tt1333125,tt0139745
nm1206217	Hugh MacDonald	\N	\N	animation_department,art_department	tt6157320,tt0182576,tt0096697,tt0462538
nm1206394	Dionne Barens	\N	\N	costume_department,editorial_department,costume_designer	tt0441773,tt0424095,tt0351283,tt0389790
nm1207789	James Vlasblom	\N	\N	special_effects	tt0450345,tt0220506,tt0460681,tt0306047
nm1208348	Nelson Dewey	\N	\N	art_department,director,editor	tt0452625,tt0432291,tt0362120,tt0414982
nm12090382	Shuo-Ping Hsu	\N	\N	visual_effects	tt3513498,tt4116284,tt5117670,tt3014284
nm1211688	Drew Aveling	\N	\N	miscellaneous	tt0311289,tt0389790
nm12137127	Erin Cantrell	\N	\N	miscellaneous	tt9243946,tt0993840,tt7897330,tt3420504
nm1214883	Terry Greene	\N	\N	sound_department,actor,editor	tt0462538,tt0327170,tt0096697,tt0343590
nm1216087	Ben Cawood	\N	\N	producer,miscellaneous,cinematographer	tt0389790,tt0354802,tt0481499,tt3807022
nm1216516	Michael Garfinkle	\N	\N	producer,miscellaneous	tt0494864,tt0283026,tt1333125,tt0790623
nm1217951	Nevada Smith	\N	\N	special_effects,actress	tt0245562,tt0306047,tt0145487,tt0304669
nm1219512	Christopher Pia	\N	\N	producer,miscellaneous	tt0494864,tt1333125,tt0790623,tt0283026
nm1219547	Jordan Slovin	\N	\N	camera_department,cinematographer,miscellaneous	tt0395843,tt2543312,tt9243946,tt0903747
nm1221622	John Reardon	1975	\N	actor,writer	tt1637727,tt1104001,tt0381707,tt0362120
nm1222796	Ian Bliss	\N	\N	actor,miscellaneous	tt0175142,tt0402910,tt0218817
nm1223519	Zoe Naomi Bridgeman	\N	\N	actress,producer,director	tt0306047,tt0281432,tt15138122,tt0422774
nm12273020	Sarah Schluessler	\N	\N	camera_department	tt9243946
nm1230874	Odessa Rae	\N	\N	actress,producer	tt1333125,tt0424136,tt0279600,tt0892094
nm1236177	David Kanner	\N	\N	camera_department,miscellaneous	tt1333125,tt0267626,tt0309530,tt0265459
nm1237471	Rodney Currie	\N	\N	special_effects,stunts	tt0167249,tt0306047,tt0496436,tt0486640
nm12379425	Janis Stonerook	\N	\N	music_department	tt2345759,tt0389790
nm12398544	Colt Allen	\N	\N	art_department	tt8289758,tt9243946,tt2479478,tt4633690
nm1240041	Rich Glassey	1979	\N	miscellaneous,editorial_department	tt1333125,tt0211933,tt1323045,tt0330175
nm1240722	Murray Brown	\N	\N	sound_department	tt0362120,tt0239395,tt1772240,tt0411061
nm1242517	Ray Wong	\N	\N	camera_department,miscellaneous	tt0460681,tt0306047,tt11192306,tt0970416
nm1244934	Donell Jones	1973	\N	soundtrack,actor,composer	tt0199725,tt0162650,tt0257106,tt0206275
nm1245270	Daniel B. Melles	\N	\N	stunts,actor	tt0435670,tt0307507,tt0338337,tt0306047
nm1247230	Stephen Neary	\N	\N	sound_department,set_decorator	tt0272152,tt0257106,tt0218967,tt0265298
nm1248241	Dan Garsha	\N	\N	miscellaneous,editorial_department,visual_effects	tt12676326,tt0264616,tt11271038,tt9243946
nm1248384	Dwight Hovey	\N	\N	miscellaneous	tt1333125,tt0209077,tt0268995,tt0278488
nm1250036	Sarah Guthrie	\N	\N	camera_department,actress,costume_department	tt0269347,tt0262462,tt0246989,tt0257106
nm12509044	Susan Parras	\N	\N	miscellaneous,costume_department	tt6902332,tt8962394,tt9243946,tt7937254
nm1253156	Martie Schribner	\N	\N	make_up_department	tt1333125,tt0115639,tt0133152,tt0300556
nm1256304	Sean McLaughlin	\N	\N	animation_department,visual_effects,miscellaneous	tt0120794,tt0389790,tt0298148,tt0138749
nm1260774	Dale Husuliak	\N	\N	art_department	tt0417217,tt0362120,tt0499556,tt0162711
nm1261233	Nicole Pano	\N	\N	actress,stunts	tt0257106,tt0115614,tt0970866,tt0369099
nm1261434	Derek Rosevold	\N	\N	camera_department	tt0795439,tt8690918,tt0306047,tt0213327
nm1264878	Lori Miyakawa	\N	\N	miscellaneous	tt0113670,tt1490017,tt0118883
nm1266275	Bernhard Lachkovics	\N	\N	transportation_department,actor,producer	tt1355630,tt0306047,tt0308208,tt5114356
nm1266535	Talithia Miles	\N	\N	miscellaneous,art_department	tt0388500,tt0251057,tt0257106,tt0266489
nm1267858	Beverley Breuer	\N	\N	actress	tt0118480,tt5420376,tt0408345,tt0362120
nm12683875	Andrea Verona	1976	\N	composer	tt14900174
nm12763486	Angie Boos	\N	\N	visual_effects,art_department,animation_department	tt4116284,tt5814534,tt5117670,tt3014284
nm1276641	Rampage	\N	\N	soundtrack,actor	tt0240462,tt0293815,tt0139615,tt0175142
nm1277258	Lynette Roy	\N	\N	special_effects,art_department,make_up_department	tt0240462,tt0257106,tt0499448,tt1403865
nm1277950	Wham!	\N	\N	soundtrack,actor,composer	tt0457939,tt1608290,tt0160127,tt4116284
nm1278071	Jessie Young	\N	\N	actress	tt0138959,tt0306047,tt0340228
nm1278897	Frank Ciofitto	\N	\N	miscellaneous,location_management	tt0280380,tt0306047,tt0402910,tt0118956
nm1279338	Ken Forsberg	\N	\N	miscellaneous	tt0306047,tt1038685,tt0457572,tt1229238
nm1280069	Jean-Pascal Leblanc	\N	\N	visual_effects,animation_department,art_director	tt1490017,tt0443649,tt3014284,tt1809398
nm1285155	Andrew McNee	\N	\N	actor,sound_department,miscellaneous	tt0362120,tt1650043,tt0408345,tt1196141
nm1285280	Wes Taylor	\N	\N	actor	tt0247119,tt0067411,tt0281432,tt0362120
nm1285571	Mark Ackland	\N	\N	art_department,director,animation_department	tt2262227,tt4633694,tt2252938,tt1490017
nm1285760	Eliza Lau	\N	\N	costume_department,costume_designer	tt0265944,tt0439815,tt0306047,tt0460780
nm1286062	Christel Pougeoise	\N	\N	animation_department,visual_effects,director	tt1490017,tt7547410,tt0472033,tt1637725
nm1288646	Virginie Strub	\N	\N	miscellaneous,editorial_department	tt0373203,tt0130035,tt1490017
nm1290884	Paal Anand	\N	\N	visual_effects,editorial_department,producer	tt0167190,tt0317740,tt0259324,tt0362120
nm1291378	Patrick Buchanan	\N	\N	animation_department,camera_department,visual_effects	tt1195935,tt0096697,tt0260866,tt0462538
nm1291380	Kristofer Buckle	\N	\N	make_up_department,actor	tt0284655,tt13017992,tt1126591,tt1333125
nm1292706	Lam Hoang	\N	\N	animation_department,art_department	tt0462538,tt0780521,tt0133240,tt0230011
nm1294231	Gang Peng	\N	\N	animation_department,art_department	tt0120910,tt0133240,tt0120917,tt0462538
nm1295048	Chung Sup Yoon	\N	\N	animation_department,art_department	tt0462538,tt0780521,tt0119282,tt0133240
nm1295273	U-God	1970	\N	soundtrack,actor,producer	tt0306047,tt11286314,tt0765476,tt3531824
nm1297435	Jonathan Pyun	\N	\N	animation_department,art_department,cinematographer	tt0133240,tt0462538,tt5193172,tt0366005
nm12991259	Danee Rose	\N	\N	music_department	tt0389790,tt14460998
nm1301351	Miriam Needoba	\N	\N	camera_department,director,cinematographer	tt0489664,tt1054606,tt0454082,tt0306047
nm1303810	Dale Roberts	\N	\N	camera_department	tt1333125,tt0230169,tt0431114,tt1017451
nm13044545	Daniel Dominguez	\N	\N	camera_department	tt12762512,tt9243946,tt15791574,tt8912384
nm1304857	Edmund Fong	\N	\N	director,art_department,animation_department	tt0138749,tt0126029,tt0462538,tt0451079
nm13154068	Kirsten Holt	\N	\N		tt1333125
nm13154073	Charles Cresap	\N	\N		tt1333125
nm13154074	Rob Johnson	\N	\N		tt1333125
nm13154075	Isaac Kellman	\N	\N		tt1333125
nm13169960	Kanzler Frazier	\N	\N	camera_department	tt1333125
nm13169961	Mark J. Goodwin	\N	\N	camera_department	tt1333125
nm13169962	Bob King	\N	\N	camera_department	tt1333125
nm13175686	Sai Krishna	\N	\N	visual_effects	tt1333125
nm1323922	M. Brando Pero	\N	\N	make_up_department	tt0338337,tt0306047,tt0247096,tt0310357
nm1325712	Carol Urquhart	\N	\N	miscellaneous	tt0402910,tt0306047,tt0112750,tt0289879
nm1329123	Kevin Conran	1961	\N	production_designer,art_director,art_department	tt3554046,tt0346156,tt0389790,tt0892782
nm1329674	Neil Kennedy	\N	\N	animation_department,visual_effects	tt2279373,tt1637725,tt1402488,tt1490017
nm1331235	Crystal Santana	\N	\N	miscellaneous	tt0892782,tt0481499,tt0324865,tt0389790
nm1335968	Penelope Parr Thornton	\N	\N	production_manager,miscellaneous	tt0462538,tt0780521,tt0443418,tt8115900
nm1339478	Brent Matejcek	\N	\N	camera_department	tt1333125,tt0402399,tt7126948,tt0384286
nm1341036	Colin Maier	\N	\N	camera_department,editorial_department,miscellaneous	tt0193560,tt0306047,tt0209322,tt0965394
nm13420840	Prashant Singh Panwar	\N	\N	visual_effects	tt4116284,tt3014284,tt3581920,tt1464335
nm1342579	Jack Hsu	\N	\N	animation_department,art_department	tt0844471,tt4116284,tt0316654,tt3014284
nm1342828	Ashley Lenz	1963	\N	art_department,animation_department,director	tt0149460,tt0780521,tt0462538,tt1675276
nm1343654	Joni Thissen	\N	\N	miscellaneous,producer,writer	tt0389790,tt0360511,tt5693782,tt0358720
nm1347949	Justin Callan	\N	\N	actor	tt0290966,tt0298814,tt0362120,tt0376994
nm1353238	Edo Brizio	\N	\N	editorial_department,editor,visual_effects	tt4116284,tt3731562,tt0457297,tt0348836
nm1355813	Bridget Marquardt	1973	\N	producer,actress	tt0138524,tt0362120,tt0852713,tt1298721
nm1362408	Kevin Valentine	\N	\N	sound_department	tt3032476,tt9243946,tt1442462,tt5071412
nm1364559	Craig Sost	\N	\N	producer,visual_effects,miscellaneous	tt0780521,tt0462538,tt0113855,tt0107362
nm1364782	Shane L. Wapskineh	\N	\N	animation_department,editorial_department	tt2262227,tt0481499,tt0892782,tt0389790
nm1368305	Jameson Williams	\N	\N	art_department,camera_department,art_director	tt1268799,tt1333125,tt1591479,tt2356777
nm1369323	Chris Navarro	\N	\N	sound_department,director,actor	tt1454468,tt5580390,tt1392170,tt9243946
nm1370855	Trisha Gum	\N	\N	art_department,assistant_director,miscellaneous	tt0437745,tt4116284,tt1691338,tt2381287
nm1371473	Maureen Meulen	\N	\N	editor,visual_effects,editorial_department	tt0814255,tt0329717,tt0306047,tt0346156
nm13724057	Nick Bestul	\N	\N	art_department	tt6412452,tt5052474,tt9243946,tt3829920
nm1374856	Andra Dalto	\N	\N	art_director,production_designer,production_manager	tt0207093,tt0175142,tt0837124,tt0091898
nm1374887	Peter J. DeLuca	\N	\N	animation_department,art_department,actor	tt0114148,tt0275847,tt0780521,tt0462538
nm1375892	Richard Molnar	\N	\N	art_department	tt0279600,tt0329101,tt0306047,tt0311863
nm1380343	Ann Hoyt	\N	\N	editorial_department,editor,sound_department	tt0462538,tt0268397,tt0117705,tt0126029
nm1381454	Leslie Romenesko	\N	\N	location_management,actress,camera_department	tt0301470,tt0365830,tt0257106,tt0333780
nm1385586	Todd Jacobsen	\N	\N	art_department,miscellaneous,animation_department	tt0120794,tt0780521,tt0138749,tt0462538
nm1386687	Dana Olsefsky	1977	\N	sound_department,miscellaneous,editor	tt9243946,tt0385726,tt0285333,tt3152098
nm1387002	Jeffrey Reyes	1983	\N	miscellaneous,cinematographer,camera_department	tt2190299,tt3596018,tt0387564,tt0362120
nm13870616	Joseph Griego	\N	\N		tt3215824,tt13116734,tt9243946,tt15288720
nm1387078	Rockness Monsta	\N	\N	actor,soundtrack	tt0462448,tt0175142,tt1291584,tt0114084
nm1390285	Eric Lara	\N	\N	animation_department,art_department,visual_effects	tt0213203,tt0134067,tt0462538,tt0282120
nm1392424	Chris D'Anda	\N	\N	make_up_department	tt0126179,tt0362120,tt0306047
nm1393108	Aaron Behl	1981	\N	miscellaneous,producer,director	tt0362120,tt0486551,tt0859635,tt1651943
nm1395794	Ned Walker	\N	\N	art_director,animation_department,visual_effects	tt1343092,tt2395427,tt1490017,tt2404233
nm1399424	Graham Tucker	\N	\N	editorial_department,editor,camera_department	tt0306047,tt0349825,tt1159996,tt0449089
nm1401251	John Krause	\N	\N	art_department,animation_department	tt0096697,tt6157320,tt0462538,tt0149460
nm1401400	Barbara Meyers	\N	\N	animation_department,visual_effects,art_department	tt0141098,tt0120737,tt1318514,tt1490017
nm1401497	Stephanie Arnett	\N	\N	director,art_department,animation_department	tt1675276,tt0451079,tt0149460,tt0462538
nm1401833	Ray Claffey	\N	\N	animation_department,art_department,assistant_director	tt0131613,tt1139628,tt0462538,tt0149460
nm1402042	Jess Espanola	\N	\N	animation_department,assistant_director,visual_effects	tt0101169,tt0096697,tt0462538,tt0149460
nm1403024	Amber Naismith	\N	\N	visual_effects,producer,production_manager	tt0120737,tt4116284,tt1490017,tt1219342
nm1404902	Debbie Peterson	\N	\N	animation_department,art_department,miscellaneous	tt0462538,tt0852863,tt0096697,tt0149460
nm1406260	Kevin Cloepfil	\N	\N	editorial_department,camera_department,miscellaneous	tt0123073,tt0406081,tt0481499,tt0389790
nm1408329	Hyejoon Yun	\N	\N	miscellaneous,producer,animation_department	tt0462538,tt0289408,tt2279373,tt0115641
nm1409236	James H. Goldin	\N	\N	animation_department,miscellaneous	tt0765446,tt0462538,tt1985949,tt1185834
nm1409955	Elise Belknap	\N	\N	producer,miscellaneous	tt1054486,tt0149460,tt0462538,tt5363918
nm1411091	Mike Girard	1958	\N	producer,animation_department,director	tt0462538,tt17510562,tt0364774,tt0210418
nm1411124	Pete 'Kid Flash' Gomez	\N	\N	animation_department,assistant_director	tt0149460,tt0462538,tt0096697,tt0252753
nm1412615	Kevin M. Newman	\N	\N	animation_department,art_department	tt0149460,tt0182576,tt0462538,tt0096697
nm1413029	Courtney Rabada	\N	\N	miscellaneous,location_management,producer	tt0393567,tt1333125,tt0914863,tt0865554
nm1413695	Geraldine Symon	\N	\N	producer,production_manager,miscellaneous	tt0361243,tt0462538,tt0149460,tt5363918
nm1414511	John Berman	1953	\N	animation_department,art_department	tt0462538,tt2861424,tt0090506,tt6994156
nm1415106	Scott Britton	\N	\N	animation_department,actor	tt3513498,tt4116284,tt5117670,tt3014284
nm1417367	Paul Wee	\N	\N	animation_department,art_department,assistant_director	tt4499228,tt0096697,tt0462538,tt1139628
nm1418356	Ryan Heath	\N	\N	camera_department	tt1333125,tt0374526,tt3510670
nm1419780	Chingy	1980	\N	soundtrack,actor	tt0120667,tt0362120,tt0329774,tt11286314
nm1427151	Matt Anthony	\N	\N	composer,sound_department,soundtrack	tt2197302,tt0423652,tt1333125,tt1832587
nm1427946	Trevor Williams	\N	\N	camera_department,special_effects	tt6977338,tt0306047,tt9354842,tt0332375
nm1428210	Russell Brady	\N	\N	make_up_department	tt0332375,tt1954347,tt1691916,tt0306047
nm1429967	Edward Moss	1977	\N	actor,stunts,miscellaneous	tt0306047,tt0362120,tt0473122,tt0466342
nm1430482	Raj Sangha	\N	\N	camera_department,miscellaneous	tt0329101,tt0814255,tt0306047,tt0283942
nm1433470	Kathryn Madsen	\N	\N	sound_department,music_department	tt9243946,tt0903747,tt8522006,tt2582782
nm1434096	David Lee	\N	\N	animation_department,art_department,visual_effects	tt0481499,tt0129167,tt0462538,tt0780521
nm1434884	Crystal Chesney	1979	\N	director,animation_department,art_department	tt0838232,tt0451079,tt0462538,tt0318155
nm1435452	Yafeu Fula	1977	1996	soundtrack,actor,music_department	tt3076658,tt0329774,tt1853728,tt0175142
nm1435840	Cynthia Ignacio	\N	\N	animation_department,art_department,art_director	tt0462538,tt0114148,tt0110357,tt0230011
nm1436447	Richard Manginsay	1971	2015	animation_department,assistant_director,art_department	tt0149460,tt0096697,tt0462538,tt0118617
nm1438044	Hussein Fatal	1977	2015	soundtrack,actor	tt0329774,tt0175142,tt3076658,tt1853728
nm1439508	Bryan Francis	\N	\N	art_department,animation_department,director	tt0462538,tt6524350,tt11092142,tt2861424
nm1439622	Jennifer Moeller	\N	\N	animation_department,assistant_director,director	tt0096697,tt0462538,tt10986410,tt5363918
nm1439689	David Salvador	\N	\N	animation_department	tt0149460,tt0462538,tt0118375,tt0096697
nm1439815	Fern Lee	\N	\N	producer,miscellaneous	tt0389790,tt0811036,tt0378443,tt0481499
nm1440529	Daniel Chiu	\N	\N	animation_department,art_department	tt1439629,tt0177443,tt0462538,tt2861424
nm1440617	Joe Wack	\N	\N	animation_department,art_department	tt0303725,tt0096697,tt6157320,tt0462538
nm1440889	Dominique Blaskovich	1968	\N	art_department,animation_department	tt0462538,tt1139628,tt0251736,tt2392143
nm1441224	N. Vyolet Diaz	\N	\N	miscellaneous,actress	tt1139628,tt0149460,tt0096697,tt0462538
nm1441820	Nakjong Kim	\N	\N	animation_department,director	tt0096697,tt0462538,tt2022713,tt0169492
nm1443985	Lynna Blankenship	1967	\N	animation_department,art_department	tt14573402,tt0462538,tt0096697
nm1444155	Michael Nobori	\N	\N	miscellaneous,writer	tt0096697,tt0115228,tt0462538,tt1139628
nm1444179	Charles Ragins	1969	\N	animation_department,art_department,assistant_director	tt0358854,tt0096697,tt1139628,tt0462538
nm1445544	Colin Heck	1978	\N	director,animation_department,art_department	tt6148376,tt1695360,tt7658402,tt0462538
nm1446112	Jason Plapp	\N	\N	visual_effects,animation_department,writer	tt0462538,tt2380303,tt0890874,tt7658402
nm1447284	Sarah de Gaudemar	1976	\N	animation_department,special_effects,miscellaneous	tt4116284,tt0437745,tt3014284,tt2401878
nm1449447	Adam Cagley	1991	\N	actor,soundtrack	tt1586680,tt0412142,tt1333125,tt0340281
nm1449871	Kamala Fritzler	\N	\N	casting_director,casting_department	tt0306047,tt0465344,tt0460625,tt0407457
nm1452815	Jennifer Ireland	\N	\N	costume_department,art_department,costume_designer	tt9243946,tt1485796,tt1151922,tt0370986
nm1453893	Shareef Aquil	\N	\N	actor,stunts	tt0257106,tt3732098
nm1453903	Lisa Ashley	\N	\N	make_up_department,miscellaneous	tt0306047,tt0411003,tt1583607,tt0115245
nm1454289	Michelle DiBenedetti	1974	\N	actress,editorial_department,miscellaneous	tt0995060,tt0903606,tt0306047,tt0432402
nm1454382	Mesha Erwin	\N	\N	actress,stunts	tt0257106,tt0103524
nm1454748	Mike Inman	\N	\N	animation_department,art_department,art_director	tt1985949,tt0166813,tt0462538,tt5012504
nm1455958	Dynette Streich	\N	\N	actress,stunts	tt0257106,tt1349859,tt7246316,tt0450218
nm1455987	Sue Swift	\N	\N	art_department	tt0282687,tt0306047
nm1458143	Stacey Cantwell	\N	\N	miscellaneous,writer,script_department	tt1139628,tt0462538,tt0411024,tt1131751
nm1461237	Tammy Mingus	\N	\N	special_effects,actress,miscellaneous	tt0304669,tt0370263,tt0306047,tt0381922
nm1462727	Conchita Campbell	1995	\N	actress	tt6470478,tt0389564,tt2188671,tt0362120
nm1462752	Edgar Carlos	\N	\N	animation_department,art_department,production_designer	tt0120855,tt1705038,tt0462538,tt0289408
nm1463252	Randol Eagles	1963	\N	animation_department,art_department	tt0235911,tt0462538,tt0167743,tt3218114
nm1463662	Rodel Gravo	\N	\N	animation_department,art_department	tt5012504,tt0462538,tt3554046,tt14324650
nm1464735	Tom Madrid Jr.	\N	\N	animation_department,art_department	tt0096697,tt0134067,tt0213203,tt0462538
nm1465008	Yoriaki Mochizuki	\N	\N	miscellaneous,art_department,animation_department	tt4633694,tt1490017,tt6139732,tt4116284
nm1469853	Dan Lin	1973	\N	producer,executive	tt8404614,tt4116284,tt3513498,tt1490017
nm1470210	Drew Mikuska	1994	\N	composer,actor,music_department	tt0306047,tt0362120,tt3829920,tt3922798
nm1470277	Monica Dillon	\N	\N	actress,stunts	tt0306047,tt0362120
nm1470340	Theresa Latham	\N	\N	stunts	tt0306047
nm1470342	Shira Moss	\N	\N	actress,stunts	tt0268789,tt0330251,tt0306047
nm1470343	Peder Ourom	\N	\N	stunts,special_effects	tt0343818,tt0446013,tt0306047
nm1472610	Maisha Dyson	\N	\N	actress,miscellaneous	tt0257106,tt0131432,tt0993765,tt1430811
nm1479485	C. Mia Macdonald	\N	\N	producer,miscellaneous,writer	tt0886665,tt1127611,tt0120667,tt0306047
nm1479777	Jason Felts	\N	\N	producer,writer,executive	tt1711425,tt1333125,tt1219289,tt1253864
