ID	NAME	BIRTH	DEATH	PROFESSION	MOVIES
nm1051714	Rowena Zande	\N	\N	miscellaneous,producer,visual_effects	tt0113820,tt0134847,tt0288477,tt4446228
nm1052894	Carey Means	1966	\N	actor,composer,music_department	tt0455326,tt7050084,tt0297494,tt0297512
nm1053227	Douglas Seiden	\N	\N	visual_effects	tt0389790,tt0424095,tt0848537,tt2452042
nm1053688	Ian Campbell	\N	\N	camera_department,cinematographer	tt0425601,tt0466365,tt0819735,tt0240779
nm1053847	John Brady	\N	\N	actor	tt0117128,tt0192630,tt0193849,tt1264098
nm10548924	Svenja Schoeder	\N	\N	visual_effects	tt3513498,tt4154664
nm1055015	Vanessa Allado	\N	\N	make_up_department	tt0175142
nm1055075	Karen Barretta	\N	\N	miscellaneous	tt0175142
nm1055173	Donald Frank Bush	\N	\N	transportation_department	tt0175142,tt0112750,tt0270980,tt0096425
nm1055268	Barbara Coultish	\N	\N	talent_agent,casting_department,executive	tt0175142
nm1055487	Sandy Gershman	\N	\N	miscellaneous	tt0175142,tt0159177
nm1055635	Robert Richard Jorge	\N	\N	actor	tt0181288,tt0225434,tt0892062,tt0421136
nm1055643	Krzysztof Kadzielski	\N	\N	location_management,miscellaneous	tt0175142,tt3794354
nm1055770	Blaine Lopez	\N	\N	stunts	tt0175142
nm1056146	Jenna Gail Schell	\N	\N	miscellaneous	tt0175142
nm1056181	Trevor K. Shields	\N	\N	miscellaneous	tt0175142
nm1056194	Callum Simcoe	\N	\N	art_department	tt0175142,tt0253798,tt0270980,tt0247419
nm1056208	Randall Soderman	\N	\N	miscellaneous	tt0175142,tt0210294
nm1056297	Heather Trimble	\N	\N	miscellaneous	tt0175142,tt1718755,tt0253798,tt1122836
nm1056384	Alan Wang	\N	\N	visual_effects	tt0175142
nm1056571	Marty Wright	\N	\N	art_department	tt0175142
nm1056619	Bruce Elliott	\N	\N	transportation_department	tt0175142,tt2872518
nm1056639	Carey Jones	\N	\N	miscellaneous	tt0175142
nm1056655	Philip Murphy	\N	\N	transportation_department	tt0175142,tt0298845,tt0100604,tt0102500
nm1056694	Erin Wilson	\N	\N	transportation_department,miscellaneous	tt0175142,tt0319343,tt0460780,tt0278504
nm1056730	Jane Gibson	\N	\N	stunts	tt0175142
nm1056733	Mike Hatfield	\N	\N	visual_effects	tt0175142,tt0120604,tt0160399,tt0251094
nm1056734	Matt Morgan	\N	\N	visual_effects	tt0175142,tt0120695,tt0120604
nm10568699	Camille Mateos	\N	\N	miscellaneous,visual_effects	tt6095472,tt7979580,tt9419884,tt10872600
nm1057348	Patrick Bartolo	\N	\N	make_up_department,miscellaneous,editor	tt0175142,tt0111438,tt0102500,tt0120901
nm1057404	Victoria Clements	\N	\N	miscellaneous	tt0175142
nm1057428	Rachael Erwin	1971	\N	casting_department	tt0175142
nm1057431	Ricardo Farinha	\N	\N	transportation_department,miscellaneous	tt0175142,tt0499556,tt7949218
nm10582294	Barton Gilley	\N	\N	special_effects,art_department	tt9398640,tt6905542,tt17544560,tt10238844
nm1059369	Yûzô Satô	\N	\N	art_department,animation_department,director	tt0190641,tt1202625,tt3294136,tt0107692
nm10597190	Laure Fayolle	\N	\N	visual_effects,miscellaneous,animation_department	tt2091256,tt2296777,tt0452643,tt0871509
nm10606666	Rémy Dereux	\N	\N		tt4823776,tt8001346
nm10606668	Grégory Console	\N	\N		tt4823776,tt8001346
nm10609074	Nicolas Minier	\N	\N	visual_effects,animation_department	tt4823776,tt8001346
nm10609076	Séverine Cordier	\N	\N	animation_department	tt4823776,tt8001346,tt11126994
nm1061542	Mika Kamemoto	\N	\N	sound_department	tt5323662,tt3138698,tt0940874,tt1118804
nm10621789	Gael Bersou	\N	\N		tt4943998
nm10626510	Carrie La Rese Hughes	\N	\N	miscellaneous	tt2091256,tt1911658,tt2267968,tt1679335
nm10635179	Hyang-Kyoun Im	\N	\N	animation_department	tt9177882,tt0816671,tt5012504
nm10639518	Gautier Laudren	\N	\N	visual_effects	tt4823776,tt2296777,tt5158314,tt8001346
nm10639520	Nicolas Penancier	\N	\N	visual_effects,animation_department,art_department	tt4823776,tt8001346,tt11832046
nm10645687	Aaron Kao	1994	\N		tt6095472,tt9288046,tt7979580
nm10652866	Alice Losk	\N	\N	miscellaneous	tt3513498,tt5645432,tt9174558
nm10657413	Clementine Sergeant	\N	\N	visual_effects	tt4823776
nm10658917	Ji Whan Kim	\N	\N	animation_department	tt3717532,tt0343314,tt0366005
nm10677886	Junho Oh	\N	\N	visual_effects	tt6095472,tt9848626,tt10872600,tt6182908
nm10685178	Angelo Chacon	\N	\N	music_department	tt3513498,tt7772580,tt6850820,tt5304992
nm10691033	A.R. Phoenix	\N	\N	stunts,talent_agent	tt0113820,tt0106064,tt0337978,tt4382872
nm1071260	Paul Hackman	1951	1992	actor,soundtrack	tt0425601,tt0091278,tt0305472,tt0093163
nm1071865	Jackie Mills	\N	\N	soundtrack,music_department,composer	tt0112572,tt0067993,tt0072505,tt0063878
nm10728356	Ted Mocam	\N	\N	animation_department,producer,art_department	tt0099472,tt10540816,tt0120794,tt0129167
nm1072886	Ben Folds	1966	\N	soundtrack,actor,composer	tt0277371,tt0120685,tt2194499,tt0117979
nm1073052	Linda Inglstad	\N	\N	actress	tt0076257
nm10731907	William Rowe	\N	\N	miscellaneous,actor	tt3014284,tt1241317,tt6139732,tt3513498
nm1074053	Marc Boyle	\N	\N	make_up_department	tt0426592,tt4073790,tt4244998,tt4154664
nm1074970	Pamela Stefan	\N	\N	animation_department,visual_effects,miscellaneous	tt0389790,tt0165982,tt0166813,tt0138749
nm10754088	André Boulet	\N	\N	visual_effects	tt3513498,tt3967856,tt3741700
nm1077537	Tsunenaka Nozaki	\N	\N	animation_department	tt0190641,tt0156215,tt0480489,tt0348121
nm10795089	George Hooker	\N	\N	sound_department	tt6193408,tt6905696,tt1289403
nm1080170	Doug Bowen	\N	\N	miscellaneous	tt0322802,tt0382501,tt0275688
nm1080299	Pete Waterman	1947	\N	soundtrack,composer,music_department	tt4116284,tt0094898,tt4701182,tt1308728
nm1080388	Glenn Taylor	\N	\N	camera_department,cinematographer,director	tt0306047,tt2390276,tt4864538,tt0265944
nm10813720	Kyungmin Kim	\N	\N		tt4116284
nm1081383	Genell Hartman	\N	\N	miscellaneous	tt0076257
nm10821309	Maxime Koeckx	\N	\N	animation_department,visual_effects	tt4823776,tt11832046,tt6673612,tt7063304
nm1083453	Amber Chambers-Ortiz	\N	\N	miscellaneous,art_department	tt6095472,tt1323594,tt0844441,tt1985949
nm1083641	Nancy Gillis	\N	\N	make_up_department	tt0076257
nm10856810	Lion	\N	\N	actor,soundtrack	tt0092106,tt0087298,tt0092240
nm1085901	Brian Charles Leddy	\N	\N	miscellaneous	tt0257106
nm1086172	Michele Mulkey	1975	\N	art_department,make_up_department,special_effects	tt0466342,tt0902292,tt0453467,tt3555634
nm1086554	Yukihiro Shibutani	\N	\N	art_director,animation_department,production_designer	tt4618398,tt0094625,tt0131179,tt0100339
nm1086849	Jacqueline Walker Skelton	\N	\N	miscellaneous	tt0257106
nm10872309	Genesis Tennon	\N	\N	actor	tt6095472
nm1087927	Jared Edwards	\N	\N	actor,miscellaneous	tt0257106,tt0339714,tt0970453,tt0118435
nm1087952	Dan Hageman	1976	\N	writer,producer,miscellaneous	tt1490017,tt3387520,tt3014284,tt1734135
nm1087978	Joshua Klein	\N	\N	miscellaneous	tt0257106
nm10894404	Hazel Van Orman	\N	\N		tt6095472
nm10894406	Eliza Cohen	\N	\N	actress	tt6095472
nm10894407	Isla Andrews	\N	\N		tt6095472
nm10910515	Yukiko Masuda	\N	\N	animation_department	tt3717532,tt4618398,tt4717402
nm10920209	Najwa Bounhir	\N	\N	visual_effects	tt9243946,tt7826108,tt6141246,tt1560220
nm10925586	Kathleen Blanco	\N	\N	art_department	tt1333125
nm10926195	Coralie Soudet	\N	\N	director,cinematographer,visual_effects	tt4823776,tt10833366
nm10952404	Melissa Bernstein	\N	\N		tt9243946
nm10952405	Diane Mercer	\N	\N		tt9243946
nm1096895	Samuel Givens	1982	\N	actor	tt0277371,tt0299930
nm10992106	Aldeme Mitchell	\N	\N	costume_department	tt4823776,tt8111088,tt3487356,tt5024912
nm10998221	Sebastien Evrard	\N	\N	animation_department,art_department	tt4823776,tt11832046,tt1620981
nm11002169	Najla Samad	\N	\N		tt9398640
nm11002170	Greg Galifianakis	\N	\N		tt9398640
nm11002172	Joav Ramon	\N	\N		tt9398640
nm11007018	Lizzie Carpenter	\N	\N		tt6193408,tt4701724
nm1100868	Bonita Versh	\N	\N	animation_department,art_department,miscellaneous	tt0105616,tt1571573,tt0069641,tt0134067
nm11012660	Jordan Williams	\N	\N		tt6193408
nm11012724	Achille Mangieri	\N	\N	miscellaneous	tt6193408,tt4701724
nm11012726	Jamie Lawrence	\N	\N	miscellaneous	tt6193408
nm1101546	Nick Zephyrin	\N	\N	actor,producer,assistant_director	tt0277371,tt9419130,tt7781732,tt5138382
nm1102051	Ross Mulholland	\N	\N	actor	tt0277371,tt0247121,tt0299930
nm1102243	Tomoyuki Shimura	1963	\N	actor	tt0485323,tt1355642,tt0421357,tt1347975
nm1102342	Benjamin Waldow	\N	\N	actor,camera_department	tt0277371,tt2015485
nm1102378	Glen Wuthrich	1965	\N	animation_department,art_department,actor	tt0462538,tt0096697,tt0206512,tt0415728
nm1102415	Jessica Asher	\N	\N	actress	tt0277371
nm1102982	Julie Welch	\N	\N	writer,actress	tt0277371,tt0264235,tt7272268,tt3074372
nm11049521	Gregory Steven Soliz	\N	\N	actor	tt9243946,tt9310136
nm11049624	Eric Anderson	\N	\N	camera_department	tt9243946
nm11049625	Wyatt Brady	\N	\N		tt9243946,tt5294522
nm11051053	Stephan Marshall	\N	\N	miscellaneous	tt9243946
nm11056296	Zoe Critchley	\N	\N		tt6193408
nm1106240	Erik Rosenbluh	1970	\N	editor,editorial_department,producer	tt0117128,tt0118713,tt0116289,tt10418846
nm1107584	Marshall Rao	\N	\N	camera_department,cinematographer	tt1333125,tt0292429,tt4385888,tt0311284
nm1108605	Stuart Briggs	\N	\N	editor,miscellaneous,producer	tt2872750,tt3671622,tt0783864,tt1430626
nm1108676	Antonio Campiglio	\N	\N	animation_department	tt0099472,tt0098924,tt0122735,tt0119471
nm1108690	Jazmín Caratini	1980	\N	actress,costume_department	tt1369845,tt5028002,tt2231349,tt2295722
nm11091744	Wendell Brooks	\N	\N	actor	tt4877122
nm1109773	Katerina Kremasioti	\N	\N	animation_department	tt0134067,tt1725969,tt1525915,tt0117705
nm1111422	Jean-Paul DeCoster	\N	\N	soundtrack,composer	tt1490017,tt0265208,tt0204946,tt3152624
nm1112528	Dave McFall	\N	\N	animation_department,art_department,miscellaneous	tt0099472,tt0165982,tt0078480,tt0117705
nm11125497	Emily Ralston	\N	\N		tt6193408
nm1112579	Tony Porto	\N	\N	camera_department,miscellaneous	tt1333125,tt0408790,tt0360009,tt0195685
nm1114695	Phil McGraw	1950	\N	producer,writer,actor	tt0362120,tt7269378,tt5827228,tt1142800
nm11150279	Nasya Gozali	\N	\N		tt6095472,tt7979580
nm11163299	Hakim & Lady DiAnna	\N	\N	music_department	tt0093072
nm11163300	Diane Stokes-Williams	\N	\N	music_department	tt0093072
nm11163301	Arthur 'Hakim' Stokes	\N	\N	music_department	tt0093072
nm11163302	Jimmy Scarlett & The Dimensions	\N	\N	music_department	tt0093072,tt0092684
nm1117226	Tom Wheeler	\N	\N	writer,producer,actor	tt3014284,tt7547410,tt0452718,tt0448694
nm1119986	Teale Wang	1959	\N	animation_department,art_department,editorial_department	tt2279373,tt0175058,tt0154061,tt0101178
nm1120169	Rick Astley	1966	\N	soundtrack,actor,composer	tt4116284,tt1308728,tt4701182,tt3521126
nm1120928	Nicola Liberio	\N	\N	make_up_department	tt0190524,tt0257408,tt0209486,tt0161942
nm11217960	Bisola Alugbin	\N	\N	visual_effects	tt2452042,tt5814534,tt3416828
nm11218443	Bonnie Sin	\N	\N	visual_effects	tt3513498
nm1124456	Ryan Gong	\N	\N	animation_department,visual_effects,art_department	tt1985949,tt1001526,tt2294629,tt4877122
nm1125208	Sal Baldomar	\N	\N	miscellaneous,producer,director	tt1333125,tt0206901,tt0454941,tt0192111
nm11270877	Tomomi Kato	\N	\N	visual_effects,animation_department	tt3717532,tt0488266,tt9426210,tt5311514
nm1127740	Matt Town	\N	\N	editorial_department,visual_effects,production_manager	tt3014284,tt1392190,tt0455824,tt8367814
nm1130931	Dennis Gubbins	\N	\N	actor,producer,writer	tt9398640,tt0279750,tt0486551,tt0472205
nm1131487	Shawn Thomas	\N	\N	art_department,art_director	tt0190524,tt0192614,tt0211465,tt1053424
nm11316122	Diana Martinez	\N	\N	animation_department	tt3513498,tt2948372,tt6095472,tt5220122
nm1131680	James Tucker	\N	\N	animation_department,producer,art_department	tt0462538,tt4853102,tt1213218,tt0147746
nm1132509	Mihoko Irie	\N	\N	animation_department	tt0092106,tt0142240,tt0316540,tt0119698
nm1133204	Masahiro Sekiguchi	\N	\N	animation_department	tt0190641,tt0270933,tt0164917,tt1216150
nm1134191	Hiroshi Morita	\N	\N	animation_department,miscellaneous,art_department	tt0092106,tt0142236,tt0067286,tt0137288
nm11355882	Nastassia Le May	\N	\N	animation_department	tt2091256,tt5113040,tt2296777,tt6467266
nm1136534	Ralf Hütter	1946	\N	soundtrack,composer,director	tt4116284,tt0974661,tt0244244,tt0245574
nm11368836	Karl Chiasson	\N	\N	visual_effects,animation_department	tt4823776,tt11832046,tt9140560,tt7504726
nm11376357	Yasuo Sasada	\N	\N	special_effects,visual_effects,camera_department	tt0086491,tt0074042,tt0080240,tt0075199
nm1138515	John Velardi	\N	\N	art_department,stunts	tt0076257,tt0103522
nm1139293	Jonathon E. Stewart	1974	\N	writer,actor,director	tt6095472,tt3606752,tt6182908,tt3152592
nm1139343	Katt Williams	1973	\N	actor,writer,producer	tt0795461,tt0293815,tt0799949,tt0477051
nm11398906	Mike Reiner	\N	\N	miscellaneous	tt6095472,tt7979580,tt7488208
nm1140022	Alan Shannon	\N	\N	producer,director,writer	tt0113198,tt1173466,tt1173934,tt1319688
nm1141081	John Laurence Collins	\N	\N	animation_department,director,visual_effects	tt0113198,tt0361155,tt0090667,tt0104254
nm11425861	Raghav Gupta	\N	\N	miscellaneous	tt6193408,tt8291806
nm1144039	C. David Jones	\N	\N	miscellaneous,camera_department,actor	tt0426592,tt0372784,tt0164181,tt0257044
nm1145314	Ken Fujita	\N	\N	producer,animation_department,production_manager	tt0114563,tt6867880,tt6863922,tt3069742
nm1145428	Orlando Gumatay	1968	\N	animation_department,art_department,assistant_director	tt0462538,tt0219446,tt1139628,tt0149460
nm1145867	Sam Melkic	\N	\N	miscellaneous,art_department,production_manager	tt0190524,tt0295700,tt0791117,tt15474896
nm1146094	John Queenan	\N	\N	cinematographer,camera_department,actor	tt0190524,tt9233830,tt2063535,tt0291850
nm1146385	Irene Tester	\N	\N	transportation_department	tt0190524,tt0377713,tt0861689,tt0288808
nm11472551	Rie Itô	\N	\N	editor,editorial_department	tt4618398,tt10777610
nm1147290	Kurtis Salt	\N	\N	miscellaneous,costume_department	tt0190524,tt0291850,tt0281726
nm11482789	Ray Fitzwalter	\N	\N	cinematographer,camera_department,assistant_director	tt0306047,tt0106485,tt4919822,tt0069638
nm11483793	Johan Berges	\N	\N	art_department,visual_effects,director	tt4823776,tt11126994,tt12110136,tt5697572
nm1148765	Jeffrey Furlong	\N	\N	camera_department,assistant_director	tt0362120,tt0487156,tt1095426,tt0961208
nm11500464	Martin Fettuciari	\N	\N	animation_department,miscellaneous,director	tt4823776,tt15527326,tt12150808,tt11832046
nm11509180	Wei Feng Du	\N	\N	animation_department	tt4618398,tt3717532,tt14043600,tt0877335
nm11509181	Xiao Jie Ma	\N	\N	animation_department	tt3717532,tt4618398
nm11509182	Yûgo Takahashi	\N	\N	animation_department	tt4618398
nm11509194	Tak Myoung Yu	\N	\N	animation_department	tt4618398,tt6580380
nm11509196	Young Yun Jang	\N	\N	art_department	tt4618398
nm11509197	Kyoung Min Kim	\N	\N	animation_department,art_department	tt3717532,tt4618398
nm11509199	Sung Hee Kim	\N	\N	animation_department,art_department	tt4618398,tt9135316
nm11509224	Qui Do	\N	\N	animation_department	tt4618398
nm11509225	Mai Ngo	\N	\N	animation_department	tt4618398
nm11509227	Yûsuke Kimura	\N	\N	animation_department	tt4618398,tt3717532,tt2290828,tt2374144
nm11509289	Wataru Moriwaki	\N	\N	animation_department	tt4618398
nm11509292	Yui Kazuyama	\N	\N	animation_department	tt4618398,tt6728390,tt13997358,tt2560140
nm11509298	Meng Chen	\N	\N	animation_department	tt3717532,tt4618398
nm11509299	Jia Miao Wang	\N	\N	animation_department	tt3717532,tt4618398,tt2290828,tt9164818
nm11509300	Xiao Li Zhu	\N	\N	animation_department	tt4618398,tt2290828,tt4273562,tt3717532
nm11509301	Peng Li	\N	\N	animation_department	tt4618398,tt1999167,tt3717532
nm11509304	Xue Jin Wang	\N	\N	animation_department	tt4618398,tt3717532
nm11509305	Kai Ping Guo	\N	\N	animation_department	tt3717532,tt4618398
nm11509306	Zhi Li Jiang	\N	\N	animation_department	tt3717532,tt4618398
nm11509307	Kai Qiu Kong	\N	\N	animation_department	tt4618398,tt3717532
nm11509308	Li Hong Fang	\N	\N	animation_department	tt4618398,tt3717532
nm11509309	Xiao Cheng Wang	\N	\N	animation_department	tt3717532,tt4618398
nm11509310	Xia Bang Wei	\N	\N	animation_department	tt3717532,tt4618398
nm11509311	Xiao Ying Zhang	\N	\N	animation_department	tt4618398,tt3717532
nm11509312	Gui Wang	\N	\N	animation_department	tt4618398,tt3717532
nm11509313	Xue Zhang	\N	\N	animation_department	tt4618398,tt3717532
nm11509314	Miao Yu Shen	\N	\N	animation_department	tt3717532,tt4618398
nm11509315	Hai Long Wang	\N	\N	animation_department	tt4618398
nm11509316	Rui Zhou	\N	\N	animation_department	tt4618398
nm11509320	Kyong Yeon Kim	\N	\N	animation_department	tt4618398
nm11509321	Ki Nam Kim	\N	\N	animation_department	tt4618398
nm11509322	Jung Rim Kim	\N	\N	animation_department	tt4618398,tt13346942
nm11509323	Ji Yeon Song	\N	\N	animation_department	tt4618398
nm11509324	Hoa Jin Kang	\N	\N	animation_department	tt4618398
nm11509325	Yoon Seo Kim	\N	\N	animation_department	tt4618398
nm11509326	Seo Yeon Lee	\N	\N	animation_department	tt4618398
nm11509328	Sun Young Choi	\N	\N	animation_department	tt4618398
nm11509329	Su Jin Jung	\N	\N	animation_department	tt4618398
nm11509330	Ji Min Yun	\N	\N	animation_department	tt4618398
nm11509331	Sun Shin Park	\N	\N	animation_department	tt4618398
nm11509333	Young Hark Kim	\N	\N	animation_department	tt3717532,tt4618398
nm11509336	Se Won Kim	\N	\N	animation_department	tt3717532,tt3198698,tt7236034,tt4618398
nm11509337	Jung Jin Kim	\N	\N	animation_department	tt4618398,tt3717532,tt8328740
nm11509339	Yung Woon Jung	\N	\N	animation_department	tt4618398,tt3717532,tt4273562
nm11509340	Dong Young Kim	\N	\N	animation_department	tt4618398,tt0800226,tt11657662
nm11509341	Yun Seong Jo	\N	\N	animation_department	tt4618398,tt8328740
nm11509342	Hee Young Kim	\N	\N	animation_department	tt4618398
nm11510593	Yumika Yoshioka	\N	\N	animation_department	tt4618398,tt4235644,tt11478236,tt15500204
nm11510594	Chen Xiao	\N	\N	animation_department	tt4618398
nm11510596	Yu Hua Liu	\N	\N	animation_department	tt4618398,tt4273562,tt3717532
nm11510597	Ding Lou Wu	\N	\N	animation_department	tt4618398,tt3717532,tt4273562
nm11510598	Chun Yan Du	\N	\N	animation_department	tt4618398,tt4273562,tt3717532
nm11510599	Li Li Gu	\N	\N	animation_department	tt3717532,tt4273562,tt4618398
nm11510600	Heng Xia Geng	\N	\N	animation_department	tt4618398,tt3717532,tt4273562
nm11510601	He Xin Wu	\N	\N	animation_department	tt3717532,tt4618398
nm11510602	Hu Li	\N	\N	animation_department	tt3717532,tt4618398
nm11510603	Jing Sun	\N	\N	animation_department	tt3717532,tt4618398
nm11510604	Zhi Yun Ding	\N	\N	animation_department	tt4618398,tt3717532
nm11510605	Shi Hong Guo	\N	\N	animation_department	tt4618398,tt3717532
nm11510606	Rong Rong Xia	\N	\N	animation_department	tt4618398
nm11510651	Hun Choi	\N	\N	animation_department	tt4618398
nm11510652	Bo Ram Seo	\N	\N	animation_department	tt4618398
nm11510653	Eun Ju Ku	\N	\N	animation_department	tt4618398
nm11510654	Sub In Lee	\N	\N	animation_department	tt4618398
nm11510655	Mi Keoung Park	\N	\N	animation_department	tt4618398
nm11510656	Kyoung Suk Seo	\N	\N	animation_department	tt3717532,tt4618398
nm11510688	Boo Ram Lee	\N	\N	animation_department	tt3717532,tt4618398
nm11510689	Min Jung Kim	\N	\N	animation_department	tt4618398,tt5483318
nm11510690	Sumi Takahashi	\N	\N	animation_department	tt3717532,tt2290828,tt4618398
nm11510691	Yuri Shimizu	\N	\N	animation_department	tt3717532,tt4618398,tt1105263,tt2290828
nm11510786	Kimika Hagiwara	\N	\N	camera_department	tt4618398,tt3717532
nm11510787	Mamoru Yanagihara	\N	\N	visual_effects,camera_department	tt3717532,tt4618398
nm11510788	Shôya Nakataka	\N	\N	camera_department	tt3717532,tt4618398
nm11510789	Ryô Ôhashi	\N	\N	camera_department	tt3717532,tt4618398
nm11510790	Tomoe Matsumura	\N	\N	camera_department	tt3717532,tt4618398
nm11510791	Yukie Ôji	\N	\N	camera_department	tt4618398,tt3717532
nm11510792	Yoshiko Shimizu	\N	\N	camera_department	tt4618398,tt3717532
nm11510793	Yuna Miyazaki	\N	\N	camera_department	tt4618398
nm11510794	Hoshiko Gotô	\N	\N	camera_department	tt4618398
nm11510795	Yûki Sakuraba	\N	\N	camera_department	tt4618398
nm11510796	Ayumi Sôda	\N	\N	camera_department	tt4618398,tt3717532,tt2290828
nm11510851	Si Han Chen	\N	\N	camera_department	tt3717532,tt4618398
nm11511303	Akane Taguchi	\N	\N	editorial_department	tt3717532,tt4618398
nm11511305	Yôko Yoshida	\N	\N	editorial_department	tt4618398
nm11511306	Yûko Maruyama	\N	\N	editorial_department	tt4618398,tt4954660,tt3717532,tt2374144
nm11511307	Mitsuo Fujie	\N	\N	music_department	tt4618398,tt2290828
nm11511308	Terushi Dobashi	\N	\N	music_department	tt4618398
nm11511309	Yuri Yazawa	\N	\N	music_department	tt4618398
nm11511310	Tatsuya Nomura	\N	\N	music_department	tt4618398
nm11511311	Ayumi Yoshikawa	\N	\N	music_department	tt4618398
nm11511313	Saori Yamagami	\N	\N	miscellaneous	tt4618398
nm11511314	Wataru Hamamoto	\N	\N	miscellaneous	tt4618398
nm11511315	Yûta Suzuki	\N	\N	miscellaneous	tt4618398,tt3717532
nm11511316	Azusa Nakamura	\N	\N	miscellaneous	tt4618398
nm11511317	Ayumi Kuratsuka	\N	\N	miscellaneous	tt4618398
nm11511318	Sayaka Okazaki	\N	\N	miscellaneous	tt4618398
nm11511319	Nozomi Fukui	\N	\N	miscellaneous	tt4618398
nm11511320	Takeshi Sugimoto	\N	\N	miscellaneous	tt3717532,tt2290828,tt4618398,tt1785394
nm11511321	Shûsuke Suzuki	\N	\N	miscellaneous	tt4618398
nm11511322	Emi Katô	\N	\N	miscellaneous	tt3717532,tt4618398,tt1105263,tt2290828
nm11511324	Tetsufumi Hotta	\N	\N	miscellaneous	tt4618398,tt3717532,tt1785394
nm11511325	Daiki Suga	\N	\N	miscellaneous	tt4618398
nm11511326	Yû Sasaki	\N	\N	miscellaneous	tt4618398
nm11511329	Takayuki Ôtsubo	\N	\N	miscellaneous	tt3717532,tt4618398
nm11511330	Tsung Yuan Wang	\N	\N	miscellaneous	tt3717532,tt4618398,tt2290828,tt1785394
nm11511331	So Young Ha	\N	\N	miscellaneous	tt4618398
nm11511333	Kôhei Suga	\N	\N	miscellaneous	tt3717532,tt10588750,tt13428402,tt4618398
nm11511335	Miku Kase	\N	\N	miscellaneous	tt4618398,tt3717532
nm11511336	Miwako Ueda	\N	\N	miscellaneous	tt4618398
nm11511338	Rie Okabayashi	\N	\N	miscellaneous	tt4618398
nm11511339	Kôta Kitamura	\N	\N	miscellaneous,art_department	tt4618398,tt2290828,tt1105263,tt3717532
nm11511340	Tetsu Yamamoto	\N	\N	miscellaneous,art_department	tt3717532,tt1105263,tt4618398,tt2290828
nm11511341	Yoshikazu Okaniwa	\N	\N	miscellaneous,art_department	tt3717532,tt1105263,tt2290828,tt4618398
nm11511342	Yuka Takahashi	\N	\N	miscellaneous	tt4618398,tt3717532
nm11511343	Yuki Kawasaki	\N	\N	miscellaneous	tt4618398,tt3717532,tt2290828
nm11511344	Kentarô Mochizuki	\N	\N	miscellaneous	tt4618398
nm11511345	Minami Ôkuma	\N	\N	miscellaneous	tt4618398,tt3717532,tt5692622
nm11511417	Akio Itô	\N	\N	miscellaneous	tt4618398,tt2290828,tt3717532
nm11511418	Fumihito Fukuju	\N	\N	producer,miscellaneous	tt4618398,tt2629496,tt3717532,tt1105263
nm11511422	Yûsuke Sasaki	\N	\N	miscellaneous	tt4618398
nm1151674	Richard Werbowenko	\N	\N	music_department,composer	tt0392878,tt1586752,tt0371257,tt2093995
nm1151877	Elisabeth van Assum	\N	\N	miscellaneous,script_department,casting_department	tt0306047,tt0343818,tt0204993,tt0350261
nm1153655	Michele Hamilton	\N	\N	miscellaneous	tt0306841,tt0251174,tt0160184,tt0286152
nm1153790	Stacy Regan	\N	\N	miscellaneous	tt0100740,tt0104418,tt0102900
nm1154632	Lorne Balfe	1976	\N	composer,music_department,soundtrack	tt4116284,tt1001526,tt1515091,tt0468569
nm1155026	Floro Dery	\N	\N	animation_department,art_department,production_designer	tt0092106,tt0092476,tt0086817,tt0101169
nm11560671	Mikio Iwanami	\N	\N	miscellaneous	tt0114563,tt4164722,tt0142250
nm1156775	Kristine Young Gaffney	\N	\N	editor,camera_department,producer	tt0322802,tt0264263,tt2190731,tt15226648
nm1156984	Kevin Hageman	1974	\N	writer,producer,actor	tt1490017,tt1734135,tt3387520,tt3014284
nm11588949	Camilo Forero	\N	\N	music_department,composer,sound_department	tt3513498,tt15209764,tt13752206,tt9789660
nm1159935	Noriyuki Ôta	\N	\N	special_effects,animation_department,art_department	tt0190641,tt0488266,tt0284145,tt0294448
nm11600092	Joonrae Jo	\N	\N	animation_department	tt9177882
nm11601468	Han-ah Lee	\N	\N	animation_department	tt9177882,tt5272052
nm11611798	David Ouldcott	\N	\N	visual_effects	tt4823776,tt8210856
nm11614721	Tom Collingwood	\N	\N	actor	tt6193408
nm11618419	Katie Smith	\N	\N	production_manager	tt6095472
nm1162487	Peter Cunningham	1978	\N	art_department	tt0113820,tt0120755,tt0120595,tt0203009
nm1164366	Eric Early	\N	\N	production_manager,writer,miscellaneous	tt0092106,tt0086719,tt0090461,tt0086817
nm1166859	Raffi Parikian	\N	\N	miscellaneous,actor	tt0389790,tt0892769,tt0892782,tt0441773
nm11683608	Maude Alphonso	\N	\N	animation_department,art_department,producer	tt4823776,tt12573556
nm11717937	Charlotte Brun	\N	\N	visual_effects	tt4823776,tt5097410,tt7504726
nm11727872	William Desrosiers	\N	\N	miscellaneous,art_director	tt4823776,tt11832046
nm11730912	YongHee Kim	\N	\N	visual_effects	tt4823776,tt10516176,tt4604612
nm1174992	Jianna Ballard	1993	\N	actress,make_up_department,soundtrack	tt0306047,tt0213327,tt6856484,tt6977338
nm11751403	Hyeon Soo Jung	\N	\N	animation_department	tt0275277,tt0348121
nm1175190	Yuriko Chiba	\N	\N	animation_department,miscellaneous	tt0190641,tt6344664,tt8100900,tt0994314
nm1175251	Miranda Culley	1971	\N	miscellaneous,producer,music_department	tt0113820,tt2119532,tt2785032,tt0258068
